record_id,query_id,scenario,actual_label,predicted_label,actual_severity,predicted_severity,error_type,priority_score,baseline_execution_time,current_execution_time,execution_time_change_percent,plan_changed,index_changed,statistics_status,workload_level,release_id,detected_before_user_impact,lead_time_seconds,evidence_strength
281,SYNTH-Q-002,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,11.2,12.17,8.66,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
282,SYNTH-Q-002,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,11.2,12.66,13.04,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
283,SYNTH-Q-002,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,11.2,12.69,13.3,False,False,STALE,LOW,v1.3.0,True,600.0,Insufficient evidence
284,SYNTH-Q-002,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,11.2,12.55,12.05,False,False,STALE,LOW,v1.3.0,True,600.0,Insufficient evidence
285,SYNTH-Q-002,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,11.2,11.96,6.79,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
286,SYNTH-Q-002,statistics_stale,TRUE_REGRESSION,NORMAL,WARNING,NORMAL,FN,8.29,11.2,12.59,12.41,False,False,STALE,HIGH,v1.3.0,False,600.0,Insufficient evidence
287,SYNTH-Q-002,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,11.2,12.0,7.14,False,False,STALE,LOW,v1.3.0,False,,Insufficient evidence
288,SYNTH-Q-002,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,11.2,12.17,8.66,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
289,SYNTH-Q-002,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,11.2,12.43,10.98,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
290,SYNTH-Q-002,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,11.2,12.45,11.16,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
291,SYNTH-Q-003,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,22.0,24.56,11.64,False,False,STALE,LOW,v1.3.0,True,600.0,Insufficient evidence
292,SYNTH-Q-003,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,22.0,23.57,7.14,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
293,SYNTH-Q-003,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,22.0,23.34,6.09,False,False,STALE,LOW,v1.3.0,False,,Insufficient evidence
294,SYNTH-Q-003,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,22.0,23.78,8.09,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
295,SYNTH-Q-003,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,22.0,23.12,5.09,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
296,SYNTH-Q-003,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,22.0,24.78,12.64,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
297,SYNTH-Q-003,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,22.0,24.19,9.95,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
298,SYNTH-Q-003,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,22.0,24.27,10.32,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
299,SYNTH-Q-003,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,22.0,25.0,13.64,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
300,SYNTH-Q-003,statistics_stale,TRUE_REGRESSION,NORMAL,WARNING,NORMAL,FN,8.29,22.0,25.13,14.23,False,False,STALE,HIGH,v1.3.0,False,600.0,Insufficient evidence
301,SYNTH-Q-004,statistics_stale,TRUE_REGRESSION,NORMAL,WARNING,NORMAL,FN,8.29,13.8,15.47,12.1,False,False,STALE,HIGH,v1.3.0,False,600.0,Insufficient evidence
302,SYNTH-Q-004,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,13.8,14.52,5.22,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
303,SYNTH-Q-004,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,13.8,15.12,9.57,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
304,SYNTH-Q-004,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,13.8,15.66,13.48,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
305,SYNTH-Q-004,statistics_stale,TRUE_REGRESSION,NORMAL,WARNING,NORMAL,FN,8.29,13.8,15.21,10.22,False,False,STALE,HIGH,v1.3.0,False,600.0,Insufficient evidence
306,SYNTH-Q-004,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,13.8,14.8,7.25,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
307,SYNTH-Q-004,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,13.8,15.36,11.3,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
308,SYNTH-Q-004,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,13.8,14.97,8.48,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
309,SYNTH-Q-004,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,13.8,14.69,6.45,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
310,SYNTH-Q-004,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,13.8,15.54,12.61,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
311,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,28.5,46.53,63.26,True,False,STALE,LOW,v1.3.0,True,960.0,Strong evidence
312,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,28.5,46.72,63.93,True,False,STALE,HIGH,v1.3.0,True,960.0,Strong evidence
313,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,28.5,42.53,49.23,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
314,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,28.5,46.57,63.4,True,False,STALE,LOW,v1.3.0,True,960.0,Strong evidence
315,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,28.5,42.99,50.84,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
316,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,28.5,38.96,36.7,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
317,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,76.25,28.5,49.56,73.89,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
318,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,28.5,45.58,59.93,True,False,STALE,HIGH,v1.3.0,True,960.0,Strong evidence
319,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,28.5,45.81,60.74,True,False,STALE,LOW,v1.3.0,True,960.0,Strong evidence
320,SYNTH-Q-005,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,28.5,44.91,57.58,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
321,SYNTH-Q-006,statistics_stale,TRUE_REGRESSION,NORMAL,WARNING,NORMAL,FN,7.69,16.4,18.69,13.96,False,False,STALE,HIGH,v1.3.0,False,960.0,Insufficient evidence
322,SYNTH-Q-006,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,46.0,16.4,17.5,6.71,False,False,STALE,LOW,v1.3.0,False,,Insufficient evidence
323,SYNTH-Q-006,statistics_stale,TRUE_REGRESSION,NORMAL,WARNING,NORMAL,FN,7.69,16.4,18.08,10.24,False,False,STALE,HIGH,v1.3.0,False,960.0,Insufficient evidence
324,SYNTH-Q-006,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,46.0,16.4,17.86,8.9,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
325,SYNTH-Q-006,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,46.0,16.4,17.31,5.55,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
326,SYNTH-Q-006,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,46.0,16.4,17.37,5.91,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
327,SYNTH-Q-006,statistics_stale,TRUE_REGRESSION,NORMAL,WARNING,NORMAL,FN,7.69,16.4,18.41,12.26,False,False,STALE,HIGH,v1.3.0,False,960.0,Insufficient evidence
328,SYNTH-Q-006,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,51.25,16.4,18.18,10.85,False,False,STALE,NORMAL,v1.3.0,True,960.0,Insufficient evidence
329,SYNTH-Q-006,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,51.25,16.4,18.37,12.01,False,False,STALE,NORMAL,v1.3.0,True,960.0,Insufficient evidence
330,SYNTH-Q-006,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,51.25,16.4,18.76,14.39,False,False,STALE,NORMAL,v1.3.0,True,960.0,Insufficient evidence
331,SYNTH-Q-007,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,15.1,16.35,8.28,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
332,SYNTH-Q-007,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,15.1,16.49,9.21,False,False,STALE,LOW,v1.3.0,False,,Insufficient evidence
333,SYNTH-Q-007,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,15.1,16.13,6.82,False,False,STALE,LOW,v1.3.0,False,,Insufficient evidence
334,SYNTH-Q-007,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,15.1,16.14,6.89,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
335,SYNTH-Q-007,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,64.06,15.1,17.13,13.44,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
336,SYNTH-Q-007,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,64.06,15.1,17.18,13.77,False,False,STALE,LOW,v1.3.0,True,600.0,Insufficient evidence
337,SYNTH-Q-007,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,15.1,16.09,6.56,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
338,SYNTH-Q-007,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,15.1,15.92,5.43,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
339,SYNTH-Q-007,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,15.1,16.29,7.88,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
340,SYNTH-Q-007,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,15.1,16.22,7.42,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
341,SYNTH-Q-008,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,18.2,19.78,8.68,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
342,SYNTH-Q-008,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,18.2,19.62,7.8,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
343,SYNTH-Q-008,statistics_stale,TRUE_REGRESSION,NORMAL,WARNING,NORMAL,FN,8.29,18.2,20.57,13.02,False,False,STALE,HIGH,v1.3.0,False,600.0,Insufficient evidence
344,SYNTH-Q-008,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,18.2,19.98,9.78,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
345,SYNTH-Q-008,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,18.2,20.66,13.52,False,False,STALE,LOW,v1.3.0,True,600.0,Insufficient evidence
346,SYNTH-Q-008,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,18.2,19.61,7.75,False,False,STALE,LOW,v1.3.0,False,,Insufficient evidence
347,SYNTH-Q-008,statistics_stale,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,57.5,18.2,19.28,5.93,False,False,STALE,NORMAL,v1.3.0,False,,Insufficient evidence
348,SYNTH-Q-008,statistics_stale,NORMAL,NORMAL,NORMAL,NORMAL,TN,6.9,18.2,19.87,9.18,False,False,STALE,HIGH,v1.3.0,False,,Insufficient evidence
349,SYNTH-Q-008,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,18.2,20.92,14.95,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
350,SYNTH-Q-008,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,WARNING,HIGH,TP,69.06,18.2,20.8,14.29,False,False,STALE,NORMAL,v1.3.0,True,600.0,Insufficient evidence
351,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,35.0,49.42,41.2,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
352,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,35.0,59.2,69.14,True,False,STALE,HIGH,v1.3.0,True,960.0,Strong evidence
353,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,76.25,35.0,61.52,75.77,True,False,STALE,HIGH,v1.3.0,True,960.0,Strong evidence
354,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,35.0,55.89,59.69,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
355,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,35.0,51.79,47.97,True,False,STALE,HIGH,v1.3.0,True,960.0,Strong evidence
356,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,35.0,53.86,53.89,True,False,STALE,LOW,v1.3.0,True,960.0,Strong evidence
357,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,76.25,35.0,60.43,72.66,True,False,STALE,HIGH,v1.3.0,True,960.0,Strong evidence
358,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,35.0,56.31,60.89,True,False,STALE,LOW,v1.3.0,True,960.0,Strong evidence
359,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,35.0,47.27,35.06,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
360,SYNTH-Q-009,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,35.0,50.2,43.43,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
361,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,79.0,14.5,45.89,216.48,False,False,CURRENT,LOW,v1.4.0,True,960.0,Strong evidence
362,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,79.0,14.5,43.83,202.28,False,False,CURRENT,LOW,v1.4.0,True,960.0,Strong evidence
363,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,14.5,41.27,184.62,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
364,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,14.5,40.98,182.62,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
365,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,70.25,14.5,27.0,86.21,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
366,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,14.5,41.92,189.1,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
367,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,14.5,29.8,105.52,False,False,CURRENT,HIGH,v1.4.0,True,960.0,Strong evidence
368,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,14.5,32.06,121.1,False,False,CURRENT,HIGH,v1.4.0,True,960.0,Strong evidence
369,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,79.0,14.5,45.05,210.69,False,False,CURRENT,LOW,v1.4.0,True,960.0,Strong evidence
370,SYNTH-Q-001,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,70.25,14.5,26.84,85.1,False,False,CURRENT,HIGH,v1.4.0,True,960.0,Strong evidence
371,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,11.2,32.4,189.29,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
372,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,11.2,32.69,191.88,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
373,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,11.2,25.48,127.5,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
374,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,98.75,11.2,34.65,209.38,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
375,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,11.2,26.91,140.27,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
376,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,87.81,11.2,21.77,94.38,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
377,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,11.2,29.61,164.38,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
378,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,11.2,27.17,142.59,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
379,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,11.2,30.19,169.55,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
380,SYNTH-Q-002,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,11.2,30.16,169.29,False,False,CURRENT,LOW,v1.4.0,True,600.0,Strong evidence
381,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,22.0,44.0,100.0,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
382,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,87.81,22.0,43.49,97.68,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
383,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,22.0,51.39,133.59,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
384,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,22.0,53.46,143.0,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
385,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,87.81,22.0,43.84,99.27,False,False,CURRENT,LOW,v1.4.0,True,600.0,Strong evidence
386,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,98.75,22.0,69.18,214.45,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
387,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,22.0,51.52,134.18,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
388,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,22.0,53.35,142.5,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
389,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,87.81,22.0,43.38,97.18,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
390,SYNTH-Q-003,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,22.0,53.31,142.32,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
391,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,13.8,31.55,128.62,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
392,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,13.8,41.29,199.2,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
393,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,13.8,31.82,130.58,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
394,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,13.8,40.11,190.65,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
395,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,13.8,40.37,192.54,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
396,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,13.8,30.82,123.33,False,False,CURRENT,LOW,v1.4.0,True,600.0,Strong evidence
397,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,13.8,32.78,137.54,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
398,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,98.75,13.8,43.63,216.16,False,False,CURRENT,LOW,v1.4.0,True,600.0,Strong evidence
399,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,94.38,13.8,34.84,152.46,False,False,CURRENT,HIGH,v1.4.0,True,600.0,Strong evidence
400,SYNTH-Q-004,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,98.75,13.8,43.51,215.29,False,False,CURRENT,NORMAL,v1.4.0,True,600.0,Strong evidence
401,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,28.5,57.41,101.44,False,False,CURRENT,LOW,v1.4.0,True,960.0,Strong evidence
402,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,79.0,28.5,89.1,212.63,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
403,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,28.5,59.13,107.47,False,False,CURRENT,LOW,v1.4.0,True,960.0,Strong evidence
404,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,28.5,63.38,122.39,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
405,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,79.0,28.5,88.87,211.82,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
406,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,79.0,28.5,88.16,209.33,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
407,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,79.0,28.5,89.15,212.81,False,False,CURRENT,LOW,v1.4.0,True,960.0,Strong evidence
408,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,28.5,74.13,160.11,False,False,CURRENT,NORMAL,v1.4.0,True,960.0,Strong evidence
409,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,28.5,73.07,156.39,False,False,CURRENT,HIGH,v1.4.0,True,960.0,Strong evidence
410,SYNTH-Q-005,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,28.5,83.41,192.67,False,False,CURRENT,HIGH,v1.4.0,True,960.0,Strong evidence
411,SYNTH-Q-006,table_growth,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,75.5,16.4,45.33,176.4,False,False,CURRENT,HIGH,v1.4.0,True,960.0,Strong evidence
